sequence	TF_perc	metadata_NSTI
2537561620	3.866272482292	0.006378
2537561645	1.961094849044	0.015631
2537561689	4.258514936196	0.003167
2537561876	5.547311570452	0.006414
2537561890	1.484800440732	0.001511
2537561892	1.232644577508	0.001602
2537561897	1.659908679082	0.006412
2537561915	1.015510361954	0.020102
2537561975	4.209484629458	0.001586
2537562035	3.957328766234	0.001498
2537562041	0.23802978368	2e-06
2537562049	3.277908801436	4e-06
2537562128	3.368965085378	4e-06
2537562160	2.801614393124	0.001476
2540341007	3.516056005592	0.010866
2540341046	3.81023784602	0.008403
2540341173	2.82963171126	0.003198
2540341241	1.344713850052	0.043282
2541047173-cluster	3.978341754836	4e-06
2541047213	1.400748486324	0.008015
2541047219	1.470791781664	3e-06
2541047461	1.260661895644	0.001589
2541047479-cluster	4.342566890604	3e-06
2541047525	3.684159914408	0.001504
2541047718-cluster	4.069398038778	3e-06
2541047747	4.02036773204	0.001585
2541047785	4.132437004584	0.003155
2541047822	4.293536583866	0.001585
2541047860	4.559701106158	0.004786
2541047895	3.803233516486	0.001585
2541047933	4.111424015982	0.001585
2541047983	5.890523717618	0.001584
2545824527	3.586099300932	0.003473
2545824670	3.347952096776	0.001485
2545824791	1.46378745213	0.001672
2546825524	2.367345962016	0.014475
2547132034	2.941700983804	3e-06
2547132037	2.920687995202	0.00147
2547132050	4.454636163148	3e-06
2547132073	2.990731290542	2e-06
2547132081	4.013363402506	0.001683
2547132083-cluster	4.041380720642	2e-06
2547132099	4.636748731032	0.008194
2547132134	2.843640370328	0.053338
2547132168	3.56508631233	0.035227
2547132186-cluster	3.698168573476	2e-06
2547132207	3.712177232544	2e-06
2547132210	6.15668823991	3e-06
2547132245-cluster	4.202480299924	4e-06
2547132309	3.235882824232	3e-06
2547132385	2.262281019006	0.052806
2548876514	4.034376391108	0.003308
2548876523	3.256895812834	0.038161
2548876762	3.488038687456	0.004975
2548876795	3.453017039786	0.095146
2548876814	5.0009738668	0.047083
2548876850-cluster	3.593103630466	3e-06
2548876877	4.16045432272	0.001565
2548876991	4.657761719634	0.020864
2548877091	2.997735620076	0.013233
2548877151-cluster	2.283294007608	2e-06
2551306046	4.958947889596	0.011669
2551306077	4.174462981788	0.006828
2551306082-cluster	2.815623052192	0.019546
2551306119	0.83339779407	2e-06
2551306169	3.088791904018	0.014981
2551306224-cluster	3.81023784602	0.004535
2551306260	3.859268152758	0.005137
2551306356	3.859268152758	2e-06
2551306406	3.908298459496	3e-06
2551306438	4.048385050176	3e-06
2551306454	5.56132022952	0.015398
2551306469	5.603346206724	0.03613
2551306491	3.81023784602	0.001568
2551306492	4.216488958992	0.00146
2551306581	0.252038442748	0.004643
2551306649	4.489657810818	2e-06
2551306666	4.111424015982	2e-06
2551306688	4.61573574243	3e-06
2554235170	3.677155584874	0.001493
2554235211-cluster	1.898055883238	0.001728
2554235351	4.279527924798	3e-06
2554235366	4.412610185944	0.001573
2554235375	3.2498914833	3e-06
2554235401	3.102800563086	0.002178
2554235432	2.47941523456	0.017411
2554235439	3.277908801436	0.002993
2554235449	2.983726961008	0.001849
2556793004	1.372731168188	0.67941
2556921110	3.572090641864	0.009837
2556921621	2.241268030404	3e-06
2558860128	3.782220527884	0.280022
2558860240	2.626506154774	0.00191
2558860283	3.130817881222	0.001807
2558860349	3.172843858426	0.323245
2558860405-cluster	2.451397916424	0.003493
2558860711	4.797848310314	0.001538
2558860812	4.692783367304	0.001499
2558860862	4.6507573901	0.003004
2558860917	6.604965330086	0.001484
2558860921	3.396982403514	0.003498
2561511059	0.847406453138	0.009179
2561511082	3.410991062582	0.063254
2561511085	4.293536583866	0.020179
2562617001	3.614116619068	0.029631
2562617095	2.283294007608	0.183459
2562617130-cluster	5.24612540049	3e-06
2562617134	4.328558231536	0.001683
2562617176	3.088791904018	0.001512
2563366505	2.843640370328	3e-06
2563366518	2.990731290542	0.057223
2563366552	1.736956303956	0.015323
2563366594-cluster	3.908298459496	4e-06
2563366619	4.05538937971	0.003349
2563366724	3.011744279144	0.36916
2563366725	2.40937193922	0.106362
2563366745	4.811856969382	0.077239
2563366750	3.298921790038	0.001531
2563366800	4.26551926573	0.004756
2563366908	3.978341754836	3e-06
2563366936	5.099034480276	0.001568
2563366937	4.363579879206	0.006346
2563366957	4.062393709244	0.001585
2563367009	4.47564915175	0.006404
2563367033-cluster	4.006359072972	3e-06
2563367080-cluster	1.645900020014	2e-06
2563367171	4.629744401498	0.057291
2563367174	4.748818003576	2e-06
2563367179	4.013363402506	0.158303
2565956511	3.200861176562	0.001936
2565956671	2.37435029155	0.07116
2565956682	2.598488836638	0.032037
2565956714	3.831250834622	0.004767
2565956732-cluster	4.769830992178	0.003233
2565956774-cluster	4.496662140352	0.001567
2565956863	3.719181562078	3e-06
2565956943	3.747198880214	0.00159
2568526046	2.955709642872	0.001818
2568526195	3.502047346524	0.004467
2568526292	3.467025698854	0.002952
2568526442-cluster	3.537068994194	0.001496
2568526529	3.42499972165	0.001488
2568526573	4.741813674042	2e-06
2568526667	3.21486983563	0.007093
2568526699	4.538688117556	3e-06
2571042021	3.361960755844	3e-06
2571042196	4.524679458488	0.00314
2571042240	2.710558109182	0.0015
2571042241	3.403986733048	8e-06
2571042359	1.982107837646	0.934422
2571042567	5.73642846787	3e-06
2571042581	0.259042772282	0.001751
2571042585	4.6507573901	0.001572
2571042690	4.076402368312	6e-06
2571042751-cluster	3.291917460504	0.001959
2571042765	3.172843858426	0.050574
2571042803	5.624359195326	0.003205
2571042922	1.309692202382	0.166105
2574179744	3.908298459496	0.044828
2574179749	2.318315655278	0.009797
2574179754	2.23426370087	2e-06
2574179782	3.887285470894	0.009411
2574179805	5.59634187719	0.00171
2574179806	4.741813674042	0.003191
2574179812	3.516056005592	0.002975
2574179945	4.68577903777	0.001599
2574180055-cluster	0.252038442748	3e-06
2574180177	2.990731290542	3e-06
2574180188-cluster	2.16422040553	2e-06
2574180411-cluster	1.891051553704	0.003325
2576861003	4.797848310314	0.003437
2576861097	1.386739827256	0.003232
2576861316	5.63136352486	0.004891
2576861481	3.873276811826	0.006545
2576861498	2.220255041802	3e-06
2576861499	2.486419564094	0.03881
2576861512-cluster	4.979960878198	3e-06
2576861546	1.435770133994	0.004696
2576861591	5.260134059558	0.001538
2576861622	0.532211624108	0.003528
2576861638	3.488038687456	3e-06
2576861747	0.181995147408	0.008858
2576861778	3.81023784602	0.04995
2576861795	4.216488958992	0.008029
2576861801	4.083406697846	2e-06
2576861803	5.190090764218	4e-06
2579778504	4.75582233311	2e-06
2579778516	3.018748608678	0.150089
2579778538	4.153449993186	3e-06
2579778547	3.936315777632	0.006756
2579778600	4.19547597039	2e-06
2579778661	1.316696531916	0.671257
2579778734	2.108185769258	2e-06
2579778976	2.79461006359	0.012231
2579779071	3.00473994961	0.001926
2579779133	4.958947889596	0.001586
2582580760	3.523060335126	3e-06
2582580804	3.63512960767	0.001591
2582580882	3.46002136932	0.001593
2582580901	4.40560585641	4e-06
2582580912	5.021986855402	0.001636
2582580918	3.523060335126	0.04502
2582580926	5.400220650238	2e-06
2582580981	4.19547597039	0.001566
2582580987	3.684159914408	2e-06
2582581316	6.22673153525	0.005991
2582581873	1.98911216718	0.073848
2585427705	2.773597074988	0.0083
2585427719	5.14106045748	2e-06
2585427723	4.419614515478	0.003473
2585427796	4.629744401498	0.055719
2585427809	5.155069116548	0.031401
2585427837	1.63889569048	0.001564
2585427866	1.400748486324	2e-06
2585427888	1.484800440732	0.472968
2585427908	1.211631588906	2e-06
2585427923	0.756350169196	2e-06
2585427924	1.162601282168	2e-06
2585428023	3.544073323728	0.012183
2588253745	3.38997807398	0.002952
2588253772	3.067778915416	0.293623
2588253828	4.468644822216	0.003467
2588253851	2.696549450114	0.353136
2588253860	1.835016917432	0.001963
2588254051	5.547311570452	3e-06
2588254053	5.834489081346	0.001606
2590828100	4.083406697846	0.023295
2590828644	2.066159792054	0.001652
2590828759-cluster	3.572090641864	0.001485
2593339136	1.260661895644	0.400911
2593339148	2.332324314346	0.00158
2593339159	2.857649029396	0.016502
2593339213	3.130817881222	0.234122
2593339299	1.722947644888	2e-06
2595698128	3.361960755844	0.001485
2596583504	1.53383074747	0.001715
2596583525	2.108185769258	0.18111
2596583539	4.181467311322	0.02613
2596583568	1.828012587898	0.001719
2596583597	2.416376268754	0.171891
2596583641	3.263900142368	0.070956
2596583644	2.26928534854	0.083334
2596583655	4.89590892379	0.021297
2597489864	2.115190098792	0.080817
2597489923	5.49127693418	3e-06
2597490136	5.484272604646	0.003274
2597490172	5.31616869583	0.106834
2597490182-cluster	4.132437004584	0.001653
2597490228	2.451397916424	2e-06
2597490268	4.307545242934	0.001645
2597490273	2.787605734056	0.044549
2597490281-cluster	3.572090641864	4e-06
2597490308	2.82963171126	2e-06
2597490351	3.803233516486	0.093308
2599185179	5.274142718626	2e-06
2599185200	5.750437126938	0.001612
2600254960-cluster	4.132437004584	3e-06
2600255056-cluster	3.908298459496	4e-06
2600255084	5.372203332102	0.011206
2600255109	2.703553779648	0.164877
2600255127	2.16422040553	0.255403
2600255140	4.496662140352	0.135689
2600255180-cluster	4.349571220138	0.001568
2600255295	5.07101716214	0.001561
2602041628	4.853882946586	3e-06
2602041632	0.104947522534	0.076669
2602041637	2.157216075996	0.059719
2602041775-cluster	3.558081982796	0.001469
2602041878-cluster	3.439008380718	3e-06
2602042107	2.430384927822	0.011624
2603879613-cluster	2.108185769258	2e-06
2603879926	3.35495642631	3e-06
2603879931-cluster	4.307545242934	4e-06
2603880047	2.09417711019	0.001771
2603880217	4.741813674042	0.003136
2603880218-cluster	2.073164121588	3e-06
2606217201-cluster	3.200861176562	2e-06
2606217691	0.679302544322	0.005809
2606217774-cluster	2.556462859434	2e-06
2608642165-cluster	3.691164243942	0.001687
2608642196-cluster	4.118428345516	4.95227
2609459846	4.293536583866	0.001568
2609459856	4.377588538274	0.003552
2609459863	3.943320107166	0.001568
2609459867-cluster	5.547311570452	5e-06
2609459908	5.764445786006	0.001585
2609459916-cluster	5.652376513462	0.003173
2609460007	2.948705313338	0.087012
2609460011	4.6507573901	0.020935
2609460038	5.883519388084	2e-06
2609460060-cluster	3.873276811826	3e-06
2609460090-cluster	4.832869957984	5e-06
2609460113-cluster	3.656142596272	3e-06
2609460158	1.526826417936	0.057665
2609460165	3.558081982796	3e-06
2609460166	1.821008258364	0.004369
2609460210	4.118428345516	2e-06
2609460239	5.59634187719	0.006382
2609460270-cluster	3.432004051184	0.033864
2609460271	3.432004051184	0.033864
2609460288	3.432004051184	0.015325
2609460292	3.432004051184	0.044667
2609460319	2.962713972406	0.447897
2615840522-cluster	3.558081982796	0.009751
2615840536-cluster	3.873276811826	0.068973
2615840592	4.608731412896	0.032571
2615840720	3.63512960767	0.059774
2616644814-cluster	4.118428345516	0.048263
2617270756	4.181467311322	0.004142
2617270824	1.947086189976	0.288619
2617270828	3.130817881222	0.07641
2617270881-cluster	3.467025698854	0.022709
2617270899	4.314549572468	0.00175
2617270977	3.943320107166	2e-06
2617271028	4.79084398078	3e-06
2617271044	4.23049761806	0.003138
2617271048	1.91906887184	0.048386
2617271195-cluster	0.252038442748	0.00174
2619618861	0.504194305972	0.236773
2619618994	1.750964963024	0.130459
2619618999	4.40560585641	0.301575
2619619006	3.579094971398	0.001512
2619619170-cluster	0.245034113214	0.0035
2619619202-cluster	0.245034113214	5e-06
2619619224	3.698168573476	0.035297
2619619234	2.185233394132	1.464706
2619619247	4.426618845012	2e-06
2622736517	2.017129485316	0.098471
2622736519	1.877042894636	0.101663
2622736581	1.856029906034	0.043035
2622736589-cluster	3.74019455068	0.0673
2622736609	4.279527924798	0.047491
2627853600	3.77521619835	0.166501
2627853625	2.066159792054	0.134088
2627853627-cluster	1.659908679082	0.001981
2627853660	3.684159914408	0.045787
2627853678-cluster	3.936315777632	4e-06
2627853679-cluster	4.062393709244	0.002963
2627853736	3.852263823224	0.008396
2627853800	5.7014068202	0.00959
2627853829	4.419614515478	0.042478
2627853861-cluster	1.526826417936	4e-06
2627853930	5.512289922782	0.001684
2627854027	2.26928534854	0.001551
2627854031-cluster	3.537068994194	0.001725
2627854054	4.377588538274	0.025492
2627854076	4.496662140352	0.032356
2627854097-cluster	0.994497373352	0.001633
2627854123	3.894289800428	0.02427
2627854147	0.952471396148	0.016497
2627854148	3.684159914408	0.001663
2630968205	1.982107837646	0.001622
2630968262	3.593103630466	0.058075
2630968302	5.24612540049	0.001716
2630968318	2.836636040794	2e-06
2630968326	3.663146925806	2e-06
2630968360	4.503666469886	0.001568
2630968495-cluster	3.978341754836	0.035546
2630968647	3.095796233552	2e-06
2630968678	2.738575427318	0.10806
2630968768	2.717562438716	0.000748
2630968921	4.3005409134	0.067717
2630968975-cluster	3.747198880214	4e-06
2630969031	1.736956303956	2e-06
2634166427	3.018748608678	0.003824
2634166442	4.818861298916	2e-06
2634166443	1.67391733815	0.001622
2634166444-cluster	2.248272359938	3e-06
2634166496-cluster	1.947086189976	2e-06
2636415431	2.157216075996	0.001565
2636415462	0.90344108941	0.023811
2636415467	3.067778915416	0.095713
2636415486	4.489657810818	2e-06
2636415524	3.621120948602	0.080066
2636415527	2.206246382734	0.039577
2636415568	4.552696776624	0.003233
2636415587-cluster	3.558081982796	0.001474
2636415620	4.118428345516	0.195862
2636415679	5.372203332102	0.00637
2636415714	2.213250712268	0.029124
2636415727-cluster	0.742341510128	2e-06
2636415866	3.691164243942	2e-06
2636415906	4.167458652254	0.001565
2636415926	0.62326790805	0.012907
2636415968	3.593103630466	0.025443
2636415969	2.738575427318	0.040367
2636416043	1.877042894636	0.220091
2636416093	3.42499972165	0.075066
2639762509-cluster	4.811856969382	0.004703
2639762521	2.073164121588	0.100067
2639762775-cluster	4.37058420874	0.004429
2639762818-cluster	4.167458652254	0.040893
2639762820	3.91530278903	0.00157
2639762821	3.53006466466	0.039152
2639762877	3.733190221146	0.035291
2639762896	4.258514936196	0.099177
2639762898-cluster	0.188999476942	0.00177
2639762900-cluster	2.227259371336	0.000794
2639762927	1.25365756611	0.183309
2639762956-cluster	3.908298459496	3e-06
2639763019	2.920687995202	0.358094
2639763021-cluster	3.432004051184	3e-06
2639763065	3.859268152758	3e-06
2639763066	0.742341510128	0.003427
2639763067	3.31993477864	0.108578
2639763071	1.736956303956	0.00337
2639763115	4.111424015982	0.001566
2639763134-cluster	4.552696776624	3e-06
2639763152	4.33556256107	0.003004
2639763167	4.244506277128	0.008022
2642422507	2.738575427318	2e-06
2642422508	1.77898228116	3e-06
2642422581	1.828012587898	0.064501
2643221488-cluster	4.272523595264	4e-06
2643221550	4.482653481284	0.035669
2643221562	3.14482654029	0.007974
2643221616	3.77521619835	0.110661
2643221689	4.846878617052	0.062292
2643221692	3.42499972165	2e-06
2643221751	2.542454200366	0.009666
2643221771	4.951943560062	0.003171
2643221783-cluster	3.551077653262	0.017609
2643221799-cluster	2.472410905026	0.001944
2643221810	4.328558231536	0.011979
2643221817	2.535449870832	0.070993
2643221849	3.053770256348	0.023303
2643221851	3.474030028388	0.031988
2645727543	4.062393709244	0.011027
2645727552	3.032757267746	0.031299
2645727585	0.707319862458	2e-06
2645727596	3.789224857418	0.003154
2645727626	4.797848310314	0.003433
2645727640	3.992350413904	0.004742
2645727651	1.947086189976	0.042929
2645727682-cluster	4.776835321712	3e-06
2645727802-cluster	4.384592867808	0.001639
2645727843	3.936315777632	0.001564
2645727845	4.629744401498	0.057291
2645727852	3.382973744446	0.006249
2645727952	4.398601526876	4e-06
2645727966	2.913683665668	0.020676
2645728039-cluster	3.361960755844	0.040951
2645728050	2.675536461512	0.141765
2645728129-cluster	1.526826417936	1.33649
2648501233	4.244506277128	0.018729
2648501237	3.07478324495	0.00901
2648501254	3.35495642631	0.225389
2648501305	2.58448017757	0.013437
2648501341	3.684159914408	0.001653
2648501459	3.74019455068	0.123608
2648501473	2.535449870832	0.163455
2648501638	4.062393709244	0.001487
2648501709	3.326939108174	3e-06
2648501729	4.79084398078	2e-06
2648501736	2.02413381485	0.168681
2648501740	1.589865383742	0.003142
2648501746	3.446012710252	0.019599
2648501773	3.726185891612	0.014443
2648501784	4.23049761806	0.003138
2648501790	2.220255041802	0.366152
2648501853	3.474030028388	0.001645
2648501874	1.449778793062	0.176592
2651869619	4.566705435692	0.052708
2651869724	3.992350413904	0.004721
2651869737-cluster	4.034376391108	2e-06
2651869756	3.502047346524	0.001899
2651869762-cluster	3.852263823224	0.016715
2651869835	3.186852517494	0.162525
2651869839	3.957328766234	0.001569
2651869852	3.340947767242	0.004432
2651869858	4.013363402506	0.179375
2651869865	4.741813674042	0.008398
2651869906	4.454636163148	0.001821
2651870172	3.56508631233	0.137759
2651870259	0.770358828264	0.016953
2651870319	3.782220527884	0.0078
2654587500	3.49504301699	0.003795
2654587544	2.402367609686	0.036277
2654587547	5.778454445074	0.001653
2654587599	3.782220527884	0.042161
2654587604-cluster	3.908298459496	0.023937
2654587606	0.23802978368	0.00353
2654587642	4.608731412896	0.001643
2654587645	4.05538937971	0.001659
2654587657	1.302687872848	0.001583
2654587741	2.836636040794	0.005025
2654587756	1.351718179586	0.111412
2654587838	3.081787574484	0.001665
2654587895	3.151830869824	0.070486
2654587970	2.878662017998	0.003276
2654588044	2.710558109182	0.012166
2654588052	3.74019455068	0.001479
2654588124-cluster	3.572090641864	0.001613
2657244966	3.579094971398	0.002976
2657245029	3.116809222154	0.001499
2657245238	0.917449748478	0.529121
2657245441-cluster	4.083406697846	4e-06
2657245450	4.216488958992	3e-06
2657245458	4.118428345516	0.004689
2657245499	1.645900020014	2e-06
2657245559	4.776835321712	0.001559
2657245649	4.538688117556	0.001576
2657245703-cluster	4.013363402506	0.001685
2660237903-cluster	5.785458774608	0.000786
2660237975-cluster	5.14106045748	4e-06
2660237976	4.587718424294	4e-06
2660238054-cluster	2.766592745454	0.001559
2660238218-cluster	4.496662140352	2e-06
2660238262	3.474030028388	0.001578
2660238595-cluster	4.223493288526	0.001488
2660238622	3.719181562078	4e-06
2663762783	3.60010796	0.005523
2663762905	1.771977951626	2e-06
2663763159	4.363579879206	3e-06
2663763169	3.9503244367	0.00298
2663763211	3.537068994194	0.004423
2663763217-cluster	4.223493288526	0.001678
2663763227-cluster	4.05538937971	0.001573
2663763240-cluster	4.272523595264	2e-06
2663763257	3.172843858426	0.004722
2663763333	4.573709765226	0.032334
2663763345	3.432004051184	0.076369
2663763442	6.282766171522	0.008313
2663763481-cluster	3.467025698854	0.001504
2663763499	0.595250589914	0.088592
2663763522	4.048385050176	0.006315
2667527234	1.74396063349	0.056952
2667527430	4.6507573901	0.001656
2667527434	3.312930449106	0.041443
2667527445	3.432004051184	0.140896
2667527474	4.482653481284	2e-06
2667527496	4.58071409476	0.001746
2667527511	4.552696776624	0.003232
2667527566	2.44439358689	0.011446
2667527571-cluster	3.396982403514	0.188581
2667527860	3.852263823224	0.193408
2667527870	3.523060335126	0.001472
2667527887	4.6507573901	0.001555
2667527900	5.80647176321	0.00157
2667528055	4.272523595264	3e-06
2667528163	4.356575549672	0.1224
2667528164-cluster	3.186852517494	0.097446
2667528173	5.31616869583	0.001647
2671180033	4.727805014974	0.023516
2671180043	4.398601526876	0.013135
2671180081	1.414757145392	0.001616
2671180083-cluster	3.852263823224	0.022093
2671180118	5.792463104142	0.034154
2671180171	3.403986733048	0.125172
2671180271	4.034376391108	0.094063
2671180343	4.048385050176	0.295826
2671180531	1.25365756611	1.201765
2671180574-cluster	3.403986733048	0.00195
2671180628	3.691164243942	0.003379
2671180826-cluster	3.018748608678	2e-06
2671180893	4.79084398078	0.003493
2671181009	2.577475848036	0.087782
2675903014	3.2498914833	0.001521
2675903050	4.748818003576	0.071272
2675903052	3.628125278136	0.041509
2675903158	2.47941523456	0.122302
2675903223	4.811856969382	0.048193
2675903234	3.733190221146	2e-06
2675903238	4.944939230528	0.00168
2675903475	1.25365756611	0.673521
2675903476-cluster	4.097415356914	0.00157
2675903531	3.523060335126	3e-06
2675903560	4.111424015982	0.074901
2675903683	3.432004051184	0.005777
2681812872	1.35872250912	0.305458
2681812983-cluster	4.496662140352	2e-06
2681812988	3.088791904018	0.008753
2681813031	3.9503244367	0.008236
2681813064	2.668532131978	0.051153
2681813192	3.60010796	0.005295
2681813250	0.924454078012	4e-06
2681813256	5.134056127946	0.00632
2681813305	5.414229309306	0.001584
2681813421-cluster	3.936315777632	0.001569
2681813509	2.507432552696	0.032054
2681813557	2.157216075996	0.01065
2684622507	3.614116619068	5e-06
2684622540	2.647519143376	0.035242
